tokens_stemmed,bobot_nilai_total,label,tokens_stemmed_string,Prediksi_Naive_Bayes,Probabilitas_NB,Prediksi_Logistic_Regression,Probabilitas_LR
"['pilih', 'kepala', 'daerah', 'bojonegoro', 'calon', 'tunggal', 'kpu', 'dinamika', 'politik', 'kabupaten', 'bojonegoro', 'hangat', 'tokoh', 'sinyalir', 'calon', 'calon', 'via', 'beritajatimcom']",1,positif,pilih kepala daerah bojonegoro calon tunggal kpu dinamika politik kabupaten bojonegoro hangat tokoh sinyalir calon calon via beritajatimcom,positif,53.28%,positif,49.98%
"['pilih', 'kepala', 'daerah', 'ponorogo', 'sugiri', 'surat', 'tugas', 'golkar', 'bareng', 'lisdyarita', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'kabupaten', 'ponorogo', 'barubaru', 'sugiri', 'sancoko', 'surat', 'via', 'beritajatimcom']",-7,negatif,pilih kepala daerah ponorogo sugiri surat tugas golkar bareng lisdyarita pilih kepala daerah pilih kepala daerah kabupaten ponorogo barubaru sugiri sancoko surat via beritajatimcom,negatif,82.59%,negatif,75.08%
"['optimalisasi', 'sosialisasi', 'kpu', 'jatim', 'luncur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'pacitan']",-2,negatif,optimalisasi sosialisasi kpu jatim luncur kirab maskot pilih kepala daerah pacitan,negatif,80.75%,negatif,66.68%
"['ribu', 'pilih', 'pilih', 'kepala', 'daerah', 'jombang', 'penuh', 'syarat']",-4,negatif,ribu pilih pilih kepala daerah jombang penuh syarat,negatif,75.35%,negatif,72.64%
"['masyarakat', 'dukung', 'menyuksseskan', 'pilih', 'kepala', 'daerah', 'kpu', 'jatim', 'giat', 'hadir', 'pj', 'bupati', 'bangkal', 'forkopimda', 'bawaslu', 'ppk', 'pps', 'masyarakat', 'bangkal', 'acara', 'ramai', 'grup', 'sholawat', 'shollu', 'community']",-5,negatif,masyarakat dukung menyuksseskan pilih kepala daerah kpu jatim giat hadir pj bupati bangkal forkopimda bawaslu ppk pps masyarakat bangkal acara ramai grup sholawat shollu community,negatif,58.77%,negatif,43.22%
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'situbondo', 'jawa', 'timur', 'catat', 'orang', 'cocok', 'teliti', 'coklit', 'data', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'tugas', 'mutakhir', 'data', 'pilih', 'pantarlih']",-9,negatif,badan awas pilih bawaslu kabupaten situbondo jawa timur catat orang cocok teliti coklit data pilih pilih kepala daerah serentak tugas mutakhir data pilih pantarlih,negatif,75.50%,negatif,57.34%
"['pelaksanaaan', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'lancar', 'aman', 'sukses', 'hasil', 'pimpin', 'sejahtera', 'rakyat', 'terima', 'kasih', 'perintah', 'daerah', 'stakeholder', 'kait']",13,positif,pelaksanaaan pilih kepala daerah serentak jalan lancar aman sukses hasil pimpin sejahtera rakyat terima kasih perintah daerah stakeholder kait,positif,81.91%,positif,72.28%
"['rozaq', 'sempat', 'kpu', 'bangkal', 'bersholawat', 'metode', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'dasar', 'arif', 'lokal', 'bersholawat', 'upaya', 'doa', 'ketuk', 'pintu', 'langit']",-3,negatif,rozaq sempat kpu bangkal bersholawat metode sosialisasi pilih kepala daerah serentak dasar arif lokal bersholawat upaya doa ketuk pintu langit,negatif,74.13%,negatif,55.75%
"['rekomendasi', 'pilih', 'kepala', 'daerah', 'demokrat', 'potensi', 'menang', 'pasang']",4,positif,rekomendasi pilih kepala daerah demokrat potensi menang pasang,negatif,66.46%,negatif,46.06%
"['pan', 'bojonegoro', 'sinyal', 'susul', 'golkar', 'setyo', 'wahononurul', 'azizah', 'pilih', 'kepala', 'daerah', 'dewan', 'pimpin', 'daerah', 'partai', 'amanat', 'nasional', 'kabupaten', 'bojonegoro', 'sinyal', 'via', 'beritajatimcom']",-5,negatif,pan bojonegoro sinyal susul golkar setyo wahononurul azizah pilih kepala daerah dewan pimpin daerah partai amanat nasional kabupaten bojonegoro sinyal via beritajatimcom,negatif,72.67%,negatif,61.15%
"['pilih', 'kepala', 'daerah', 'serentak', 'rumah', 'tahan', 'bangil', 'kantor', 'wilayah', 'kemenkumham', 'jatim', 'hadir', 'rapat', 'koordinasi', 'siap', 'pilih', 'kepala', 'daerah']",0,netral,pilih kepala daerah serentak rumah tahan bangil kantor wilayah kemenkumham jatim hadir rapat koordinasi siap pilih kepala daerah,positif,54.30%,netral,49.84%
"['surat', 'tugas', 'partai', 'golkar', 'tujuh', 'dukung', 'gus', 'fawait', 'pilih', 'kepala', 'daerah', 'jember']",1,positif,surat tugas partai golkar tujuh dukung gus fawait pilih kepala daerah jember,negatif,66.13%,negatif,46.39%
"['bawaslu', 'terima', 'lapor', 'ampp', 'mojokerto', 'kait', 'duga', 'asn', 'pemkab', 'netral', 'pilih', 'kepala', 'daerah']",5,positif,bawaslu terima lapor ampp mojokerto kait duga asn pemkab netral pilih kepala daerah,positif,53.58%,positif,45.01%
"['repost', 'kpujatim', 'kerja', 'pantarlih', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'juli', 'pantarlih', 'selesai', 'giat', 'cocok', 'teliti', 'pilih', 'tps']",0,netral,repost kpujatim kerja pantarlih pilih kepala daerah serentak jawa timur juli pantarlih selesai giat cocok teliti pilih tps,positif,47.48%,netral,46.68%
"['kantong', 'surat', 'tugas', 'ppp', 'gus', 'mujib', 'optimis', 'tarung', 'pilih', 'kepala', 'daerah', 'pasuruan', 'ppp', 'partai', 'satu', 'bangun', 'surat', 'tugas', 'kh', 'a', 'mujib', 'imron', 'via', 'beritajatimcom']",-4,negatif,kantong surat tugas ppp gus mujib optimis tarung pilih kepala daerah pasuruan ppp partai satu bangun surat tugas kh a mujib imron via beritajatimcom,negatif,82.49%,negatif,62.72%
"['kpu', 'jatim', 'luncur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'pacitan']",-2,negatif,kpu jatim luncur kirab maskot pilih kepala daerah pacitan,negatif,78.98%,negatif,64.64%
"['upaya', 'optimal', 'sosialisasi', 'didik', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'pilih', 'kpu', 'jatim', 'luncur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'pacitan']",-5,negatif,upaya optimal sosialisasi didik pilih pilih kepala daerah serentak komisi pilih kpu jatim luncur kirab maskot pilih kepala daerah pacitan,negatif,82.51%,negatif,73.88%
"['pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'indonesia', 'gelar', 'kali', 'looh', 'simak', 'ayo', 'jalan', 'selenggara', 'pilih', 'kepala', 'daerah', 'serentak', 'indonesia', 'simak', 'infografis', 'yaa']",5,positif,pilih kepala daerah pilih kepala daerah serentak indonesia gelar kali looh simak ayo jalan selenggara pilih kepala daerah serentak indonesia simak infografis yaa,positif,61.07%,positif,50.54%
"['sosialisasi', 'pilih', 'kepala', 'daerah', 'kpu', 'jatim', 'gelar', 'kirab', 'maskot', 'pacitan']",0,netral,sosialisasi pilih kepala daerah kpu jatim gelar kirab maskot pacitan,positif,59.14%,netral,38.94%
"['pilih', 'kepala', 'daerah', 'jember', 'pks', 'gus', 'fawait', 'sangkut', 'korupsi', 'dana', 'bansos', 'dprd', 'jatim']",-4,negatif,pilih kepala daerah jember pks gus fawait sangkut korupsi dana bansos dprd jatim,negatif,79.39%,negatif,60.37%
"['kpu', 'jatim', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'pacitan']",-2,negatif,kpu jatim kirab maskot pilih kepala daerah pacitan,negatif,68.05%,negatif,62.42%
"['masyarakat', 'jatim', 'jaga', 'satu', 'satu', 'pilih', 'kepala', 'daerah', 'kh', 'syamsul', 'arifin']",1,positif,masyarakat jatim jaga satu satu pilih kepala daerah kh syamsul arifin,positif,64.80%,positif,50.30%
"['kpu', 'jatim', 'luncur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'pacitan']",-2,negatif,kpu jatim luncur kirab maskot pilih kepala daerah pacitan,negatif,78.98%,negatif,64.64%
"['nahhhseperti', 'seru', 'luncur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'jalur', 'simak', 'ayo', 'postingan', 'lupa', 'like', 'share', 'komen', 'ikuri', 'medsos', 'kpu', 'jatim', 'loo']",-3,negatif,nahhhseperti seru luncur kirab maskot pilih kepala daerah serentak jawa timur jalur simak ayo postingan lupa like share komen ikuri medsos kpu jatim loo,positif,63.15%,positif,43.67%
"['kirab', 'maskot', 'bawa', 'tema', 'pilih', 'kepala', 'daerah', 'serentak', 'sarana', 'integrasi', 'agam', 'budaya', 'jawa', 'timur', 'maskot', 'pilgub', 'jatim', 'si', 'jalih', 'jatim', 'pilih', 'taglinenya', 'pilgub', 'jatim', 'neng', 'bareng']",9,positif,kirab maskot bawa tema pilih kepala daerah serentak sarana integrasi agam budaya jawa timur maskot pilgub jatim si jalih jatim pilih taglinenya pilgub jatim neng bareng,positif,78.81%,positif,62.93%
"['rapat', 'koordinasi', 'pilih', 'kepala', 'daerah', 'ppp', 'jatim', 'target', 'menang', 'khofifahemil', 'persen', 'surabaya', 'dpw', 'ppp', 'jatim', 'gelar', 'rapat', 'koordinasi', 'panitia', 'menang', 'pilih', 'kepala', 'daerah', 'via', 'beritajatimcom']",-1,negatif,rapat koordinasi pilih kepala daerah ppp jatim target menang khofifahemil persen surabaya dpw ppp jatim gelar rapat koordinasi panitia menang pilih kepala daerah via beritajatimcom,negatif,56.29%,negatif,49.53%
"['ketua', 'panitia', 'latih', 'nasional', 'tim', 'menang', 'pilih', 'kepala', 'daerah', 'pdi', 'juang', 'gelombang', 'aris', 'setiawan', 'yodi', 'undang', 'mantan', 'panglima', 'tni', 'jenderal', 'purn', 'andika', 'perkasa', 'menteri', 'sosial', 'tri', 'rismaharini', 'isi', 'materi']",4,positif,ketua panitia latih nasional tim menang pilih kepala daerah pdi juang gelombang aris setiawan yodi undang mantan panglima tni jenderal purn andika perkasa menteri sosial tri rismaharini isi materi,negatif,48.50%,negatif,41.33%
"['haloo', 'rangka', 'sosialisasi', 'riah', 'helat', 'pesta', 'demokrasi', 'jawa', 'timur', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'selenggara', 'kompetisi', 'jurnalistik', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'reposted', 'from', 'kpujatim']",15,positif,haloo rangka sosialisasi riah helat pesta demokrasi jawa timur komisi pilih provinsi jawa timur kpu jatim selenggara kompetisi jurnalistik pilih kepala daerah serentak jawa timur reposted from kpujatim,positif,98.75%,positif,81.96%
"['semangat', 'mahasiswa', 'manfaat', 'ambil', 'peran', 'sebaikbaiknya', 'momentum', 'pilih', 'kepala', 'daerah', 'jatim', 'teman', 'pilih', 'tinggal', 'ambil', 'peran', 'sukses', 'pilih', 'kepala', 'daerah']",-4,negatif,semangat mahasiswa manfaat ambil peran sebaikbaiknya momentum pilih kepala daerah jatim teman pilih tinggal ambil peran sukses pilih kepala daerah,negatif,68.67%,negatif,65.55%
"['sosialisasi', 'didik', 'pilih', 'rangka', 'tingkat', 'partisipasi', 'masyarakat', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'utama', 'gen', 'z']",0,netral,sosialisasi didik pilih rangka tingkat partisipasi masyarakat pilih kepala daerah jawa timur utama gen z,positif,64.25%,positif,43.43%
"['teman', 'pilih', 'lupa', 'ikut', 'informasi', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'medsos', 'resmi', 'kpu', 'jatim', 'yaa']",-5,negatif,teman pilih lupa ikut informasi tahap pilih kepala daerah serentak medsos resmi kpu jatim yaa,positif,86.40%,positif,62.70%
"['tanggap', 'aang', 'sambut', 'apresiasi', 'posnu', 'jatim', 'libat', 'sukses', 'pilih', 'kepala', 'daerah', 'apa', 'wenang', 'kpu', 'jatim', 'dukung', 'sukses', 'pilih', 'kepala', 'daerah', 'capai']",8,positif,tanggap aang sambut apresiasi posnu jatim libat sukses pilih kepala daerah apa wenang kpu jatim dukung sukses pilih kepala daerah capai,positif,82.06%,positif,73.47%
"['abdurrahman', 'ketua', 'bidang', 'demokrasi', 'milu', 'posnu', 'daftar', 'pantau', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'daftar', 'pantau', 'pilih', 'bawaslu']",-4,negatif,abdurrahman ketua bidang demokrasi milu posnu daftar pantau pilih kepala daerah jawa timur daftar pantau pilih bawaslu,negatif,61.60%,negatif,63.28%
"['kpu', 'kabupaten', 'pasuruan', 'sosialisasi', 'tahap', 'pilih', 'kepala', 'daerah', 'komunitas', 'herex', 'gunung', 'lumbang', 'kpu', 'kabupaten', 'pasuruan', 'sosialisasi', 'tahap', 'pilih', 'bupati', 'wakil', 'bupati', 'pasuruan', 'via', 'beritajatimcom']",-5,negatif,kpu kabupaten pasuruan sosialisasi tahap pilih kepala daerah komunitas herex gunung lumbang kpu kabupaten pasuruan sosialisasi tahap pilih bupati wakil bupati pasuruan via beritajatimcom,negatif,52.55%,positif,43.74%
"['evaluasi', 'coklit', 'susun', 'dps', 'pilih', 'kepala', 'daerah', 'pilih', 'kota', 'diri', 'capai', 'target', 'persen']",-5,negatif,evaluasi coklit susun dps pilih kepala daerah pilih kota diri capai target persen,negatif,81.59%,negatif,69.70%
"['narapidana', 'lembaga', 'masyarakat', 'bondowoso', 'salur', 'hak', 'pilih', 'pilih', 'kepala', 'daerah', 'bondowosp', 'coblos', 'pilih', 'kepala', 'daerah', 'jatim']",-9,negatif,narapidana lembaga masyarakat bondowoso salur hak pilih pilih kepala daerah bondowosp coblos pilih kepala daerah jatim,negatif,78.23%,negatif,79.42%
"['hergunadi', 'siyap', 'maju', 'pilih', 'kepala', 'daerah', 'magetan']",-2,negatif,hergunadi siyap maju pilih kepala daerah magetan,negatif,80.60%,negatif,56.57%
"['asosiasi', 'dagang', 'udang', 'jatim', 'harap', 'pilih', 'kepala', 'daerah', 'damai']",-3,negatif,asosiasi dagang udang jatim harap pilih kepala daerah damai,negatif,66.57%,negatif,56.29%
"['kpujatim', 'haloo', 'kpu', 'prov', 'jawa', 'timur', 'selenggara', 'kompetisi', 'jurnalistik', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'syarat', 'tentu', 'kompetisi', 'jurnalistik', 'karya', 'tulis', 'foto', 'video', 'cek', 'postingan']",6,positif,kpujatim haloo kpu prov jawa timur selenggara kompetisi jurnalistik pilih kepala daerah serentak jawa timur syarat tentu kompetisi jurnalistik karya tulis foto video cek postingan,positif,94.91%,positif,71.30%
"['konsolidasi', 'menang', 'khofifah', 'emil', 'dardak', 'pilih', 'kepala', 'daerah', 'jatim', 'gelar', 'jaring', 'kiaisantri', 'nasional', 'konsolidasi', 'menang', 'pasang', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'gelar', 'jaring', 'kiai', 'santri', 'nasional', 'jksn']",16,positif,konsolidasi menang khofifah emil dardak pilih kepala daerah jatim gelar jaring kiaisantri nasional konsolidasi menang pasang khofifah indar parawansa emil elestianto dardak gelar jaring kiai santri nasional jksn,positif,57.18%,positif,46.62%
"['jajar', 'fraksi', 'urus', 'dpc', 'pkb', 'kabupaten', 'nganjuk', 'selamat', 'sukses', 'harlah', 'pkb', 'muskernas', 'pkb', 'jcc', 'senayan', 'juli', 'mari', 'menang', 'pilih', 'kepala', 'daerah', 'menang', 'rakyat']",7,positif,jajar fraksi urus dpc pkb kabupaten nganjuk selamat sukses harlah pkb muskernas pkb jcc senayan juli mari menang pilih kepala daerah menang rakyat,positif,58.96%,positif,48.44%
"['jajar', 'fraksi', 'urus', 'dpc', 'pkb', 'kabupaten', 'nganjuk', 'selamat', 'sukses', 'harlah', 'pkb', 'muskernas', 'pkb', 'jcc', 'senayan', 'juli', 'mari', 'menang', 'pilih', 'kepala', 'daerah', 'menang', 'rakyat']",7,positif,jajar fraksi urus dpc pkb kabupaten nganjuk selamat sukses harlah pkb muskernas pkb jcc senayan juli mari menang pilih kepala daerah menang rakyat,positif,58.96%,positif,48.44%
"['jajar', 'fraksi', 'urus', 'dpc', 'pkb', 'kabupaten', 'nganjuk', 'selamat', 'sukses', 'harlah', 'pkb', 'muskernas', 'pkb', 'jcc', 'senayan', 'juli', 'mari', 'menang', 'pilih', 'kepala', 'daerah', 'menang', 'rakyat']",7,positif,jajar fraksi urus dpc pkb kabupaten nganjuk selamat sukses harlah pkb muskernas pkb jcc senayan juli mari menang pilih kepala daerah menang rakyat,positif,58.96%,positif,48.44%
"['jajar', 'fraksi', 'urus', 'dpc', 'pkb', 'kabupaten', 'nganjuk', 'selamat', 'sukses', 'harlah', 'pkb', 'muskernas', 'pkb', 'jcc', 'senayan', 'juli', 'mari', 'menang', 'pilih', 'kepala', 'daerah', 'menang', 'rakyat']",7,positif,jajar fraksi urus dpc pkb kabupaten nganjuk selamat sukses harlah pkb muskernas pkb jcc senayan juli mari menang pilih kepala daerah menang rakyat,positif,58.96%,positif,48.44%
"['calon', 'bupati', 'pasuruan', 'sulit', 'cari', 'tokoh', 'damping', 'pilih', 'kepala', 'daerah', 'calon', 'bupati', 'pasuruan', 'pkb', 'cari', 'damping', 'kontestasi', 'tahun', 'salah', 'via', 'beritajatimcom']",-10,negatif,calon bupati pasuruan sulit cari tokoh damping pilih kepala daerah calon bupati pasuruan pkb cari damping kontestasi tahun salah via beritajatimcom,negatif,69.41%,negatif,53.65%
"['kpu', 'mojokerto', 'tunggu', 'aju', 'pondok', 'pesantren', 'kait', 'tps', 'loksus', 'pilih', 'kepala', 'daerah']",-5,negatif,kpu mojokerto tunggu aju pondok pesantren kait tps loksus pilih kepala daerah,negatif,83.98%,negatif,61.52%
"['tindak', 'bina', 'apel', 'kali', 'anggota', 'kpu', 'jatim', 'eka', 'wisnu', 'wardhana', 'amanat', 'pegawai', 'bersinergisitas', 'laksana', 'pilih', 'kepala', 'daerah', 'capai', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,tindak bina apel kali anggota kpu jatim eka wisnu wardhana amanat pegawai bersinergisitas laksana pilih kepala daerah capai sukses pilih kepala daerah serentak,positif,62.44%,positif,53.16%
"['era', 'dunia', 'digital', 'dewasa', 'informasi', 'cepat', 'platform', 'digital', 'media', 'sosial', 'informasi', 'terupdate', 'tahap', 'pilih', 'kepala', 'daerah', 'ayo', 'poin', 'akun', 'media', 'sosial', 'kpu', 'jatim', 'kpu', 'magetan', 'ppk', 'kawedanan', 'kpumagetan']",11,positif,era dunia digital dewasa informasi cepat platform digital media sosial informasi terupdate tahap pilih kepala daerah ayo poin akun media sosial kpu jatim kpu magetan ppk kawedanan kpumagetan,positif,73.88%,positif,44.85%
"['teman', 'pilih', 'masyarakat', 'adat', 'mari', 'bersamasama', 'sukses', 'demokrasi', 'jalan', 'indonesia', 'khusunya', 'pilih', 'kepala', 'daerah', 'serentak', 'yaa', 'lupa', 'like', 'komen', 'share', 'yaaaa']",4,positif,teman pilih masyarakat adat mari bersamasama sukses demokrasi jalan indonesia khusunya pilih kepala daerah serentak yaa lupa like komen share yaaaa,positif,95.06%,positif,74.32%
"['repost', 'kpu', 'provinsi', 'jawa', 'timur', 'haloo', 'rangka', 'sosialisasi', 'riah', 'helat', 'pesta', 'demokrasi', 'jawa', 'timur', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'selenggara', 'kompetisi', 'jurnalistik', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur']",15,positif,repost kpu provinsi jawa timur haloo rangka sosialisasi riah helat pesta demokrasi jawa timur komisi pilih provinsi jawa timur kpu jatim selenggara kompetisi jurnalistik pilih kepala daerah serentak jawa timur,positif,98.39%,positif,80.82%
"['lawan', 'khofifahipemil', 'pdip', 'siap', 'calon', 'pilih', 'kepala', 'daerah', 'jatim']",-4,negatif,lawan khofifahipemil pdip siap calon pilih kepala daerah jatim,negatif,82.55%,negatif,74.32%
"['pdip', 'pkb', 'sinyal', 'koalisi', 'hadap', 'khofifahemil', 'dardak', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,pdip pkb sinyal koalisi hadap khofifahemil dardak pilih kepala daerah jatim,negatif,75.42%,negatif,70.59%
"['partai', 'gerindra', 'usung', 'incumbent', 'pilih', 'kepala', 'daerah', 'kabupaten', 'diri']",-3,negatif,partai gerindra usung incumbent pilih kepala daerah kabupaten diri,negatif,82.05%,negatif,73.88%
"['pj', 'bupati', 'magetan', 'hergunadi', 'resmi', 'daftar', 'calon', 'pilih', 'kepala', 'daerah', 'kantor', 'dpw', 'pan', 'jatim', 'mundur', 'jabat']",-5,negatif,pj bupati magetan hergunadi resmi daftar calon pilih kepala daerah kantor dpw pan jatim mundur jabat,negatif,84.79%,negatif,55.65%
"['pj', 'bupati', 'magetan', 'hergunadi', 'resmi', 'daftar', 'calon', 'pilih', 'kepala', 'daerah', 'kantor', 'dpw', 'pan', 'jatim', 'mundur', 'asn']",-2,negatif,pj bupati magetan hergunadi resmi daftar calon pilih kepala daerah kantor dpw pan jatim mundur asn,negatif,85.34%,negatif,58.97%
"['gilir', 'ppp', 'usung', 'bacalon', 'setyo', 'wahononurul', 'azizah', 'pilih', 'kepala', 'daerah', 'bojonegoro', 'usung', 'partai', 'gerindra', 'demokrat', 'pasang', 'calon', 'bupati', 'wakil', 'via', 'beritajatimcom']",2,positif,gilir ppp usung bacalon setyo wahononurul azizah pilih kepala daerah bojonegoro usung partai gerindra demokrat pasang calon bupati wakil via beritajatimcom,negatif,60.62%,positif,48.56%
"['pantau', 'ikut', 'media', 'sosial', 'kpu', 'kpuid', 'kpujatim', 'kpumagetan', 'informasi', 'kini', 'putar', 'pilih', 'kepala', 'daerah', 'serentak']",6,positif,pantau ikut media sosial kpu kpuid kpujatim kpumagetan informasi kini putar pilih kepala daerah serentak,positif,81.04%,positif,59.84%
"['dpd', 'gerindra', 'jatim', 'rekomendasi', 'mas', 'dhito', 'maju', 'pilih', 'kepala', 'daerah', 'diri']",-3,negatif,dpd gerindra jatim rekomendasi mas dhito maju pilih kepala daerah diri,negatif,71.62%,negatif,51.87%
